Film_id,Title,Premiere,Runtime,Genres,Language,Type,Description,Age_certification,IMDB_id,IMDB_score,IMDB_votes,TMDB_score,TMDB_votes
tm458585,Dolemite Is My Name,"October 25, 2019",118,"Drama, Comedy, History",English,MOVIE,"The story of Rudy Ray Moore, who created the iconic big screen pimp character Dolemite in the 1970s.",r,tt8526872,7.3,60334.0,7.0,11.036
tm827648,El Camino: A Breaking Bad Movie,"October 11, 2019",121,"Crime, Drama, Thriller, Action",English,MOVIE,"In the wake of his dramatic escape from captivity, Jesse Pinkman must come to terms with his past in order to forge some kind of future.",r,tt9243946,7.3,216847.0,6.91,42.566
tm887052,Father Soldier Son,"July 17, 2020",100,"Documentary, War",English,MOVIE,"When Sgt. First Class Brian Eisch is critically wounded in Afghanistan, it sets him and his sons on a journey of love, loss, redemption and legacy.",r,tt12187586,7.3,952.0,6.2,10.385
tm313974,Get Me Roger Stone,"May 12, 2017",101,Documentary,English,MOVIE,"From his days of testifying at the Watergate hearings to advising recent presidential candidate Donald Trump, Roger Stone has long offended people on both sides of the political fence as a force in conservative America. Outspoken author, pundit, ahead of his time election strategist, this is his story.",UNKNOWN,tt6714534,7.3,7408.0,7.0,6.022
tm837756,I'm No Longer Here,"May 27, 2020",105,Drama,Spanish,MOVIE,"In Monterrey, Mexico, a young street gang spends their days dancing to slowed-down cumbia and attending parties. After a mix-up with a local cartel, their leader is forced to migrate to the U.S. but quickly longs to return home.",UNKNOWN,tt4323594,7.3,7918.0,7.7,17.342
tm244174,Okja,"June 28, 2017",121,"Adventure, Drama, Science Fiction, Fantasy",English/Korean,MOVIE,"A young girl named Mija risks everything to prevent a powerful, multi-national company from kidnapping her best friend - a massive animal named Okja.",pg-13,tt3967856,7.3,116305.0,7.415,25.911
tm426117,On My Skin,"September 12, 2018",100,Drama,Italian,MOVIE,"The incredible true story behind the most controversial Italian court cases in recent years. Stefano Cucchi was arrested for a minor crime and mysteriously found dead during his detention. In one week's time, a family is changed forever.",UNKNOWN,tt7121252,7.3,9211.0,8.057,10.341
tm918043,Raat Akeli Hai,"July 31, 2020",149,"Crime, Mystery, Thriller",Hindi,MOVIE,"When a newly married landlord is murdered, a misfit cop’s investigation is complicated by the victim’s secretive family and his own conflicted heart.",UNKNOWN,tt12567088,7.3,17570.0,7.2,4.929
tm452900,ReMastered: Massacre at the Stadium,"January 11, 2019",64,Documentary,English/Spanish,MOVIE,"For years, the murder of Chilean protest singer Victor Jara was blamed on an official in Pinochet's army. Now in exile, he tries to exonerate himself.",UNKNOWN,tt9046562,7.3,787.0,7.7,2.55
tm457856,ReMastered: The Two Killings of Sam Cooke,"February 8, 2019",64,Documentary,English,MOVIE,"This investigation examines the mysterious shooting of soul icon Sam Cooke, whose death silenced one of the most vital voices in the civil rights movement.",UNKNOWN,tt9046564,7.3,2269.0,6.9,3.611
tm945168,Secrets of the Saqqara Tomb,"October 28, 2020",114,Documentary,English/Arabic,MOVIE,"This documentary follows a team of local archaeologists excavating never before explored passageways, shafts, and tombs, piecing together the secrets of Egypt’s most significant find in almost 50 years in Saqqara.",UNKNOWN,tt13150630,7.3,6326.0,7.4,12.143
tm236659,Sky Ladder: The Art of Cai Guo-Qiang,"October 14, 2016",79,Documentary,English/Mandarin,MOVIE,"Known for his spectacular pyrotechnic displays, Chinese artist Cai Guo-Qiang creates his most ambitious project yet: Sky Ladder, a visionary, explosive event that he pulls off in his hometown in China after 20 years of failed attempts.",UNKNOWN,tt5278930,7.3,1463.0,7.0,4.259
tm239683,Team Foxcatcher,"April 29, 2016",90,Documentary,English/Russian,MOVIE,"With never-before seen home video, this film recounts the paranoid downward spiral of John E. du Pont and the murder of Olympic wrestler Dave Schultz.",UNKNOWN,tt5598216,7.3,6572.0,7.1,6.08
tm425889,The Ballad of Buster Scruggs,"November 16, 2018",132,"Western, Comedy, Drama",English,MOVIE,"Vignettes weaving together the stories of six individuals in the old West at the end of the Civil War. Following the tales of a sharp-shooting songster, a wannabe bank robber, two weary traveling performers, a lone gold prospector, a woman traveling the West to an uncertain future, and a motley crew of strangers undertaking a carriage ride.",r,tt6412452,7.3,144294.0,7.145,32.555
tm313988,The Death and Life of Marsha P. Johnson,"October 6, 2017",105,Documentary,English,MOVIE,"Describing herself as a 'street queen,' Johnson was a legendary fixture in New York City’s gay ghetto and a tireless voice for LGBT pride since the days of Stonewall, who along with fellow trans icon Sylvia Rivera, founded Street Transvestites Action Revolutionaries (S.T.A.R.), a trans activist group based in the heart of NYC’s Greenwich Village. Her death in 1992 was declared a suicide by the NYPD, but friends never accepted that version of events. Structured as a whodunit, with activist Victoria Cruz cast as detective and audience surrogate, The Death and Life of Marsha P. Johnson celebrates the lasting political legacy of Johnson, while seeking to finally solve the mystery of her unexplained death.",UNKNOWN,tt5233558,7.3,2964.0,7.3,6.792
tm219248,The Fundamentals of Caring,"June 24, 2016",97,"Comedy, Drama",English,MOVIE,"Having suffered a tragedy, Ben becomes a caregiver to earn money. His first client, Trevor, is a hilarious 18-year-old with muscular dystrophy. One paralyzed emotionally, one paralyzed physically, Ben and Trevor hit the road on a trip into the western states. The folks they collect along the way will help them test their skills for surviving outside their calculated existence. Together, they come to understand the importance of hope and the necessity of true friendship.",r,tt2452386,7.3,72083.0,7.326,14.985
tm446176,American Factory,"August 21, 2019",110,Documentary,English,MOVIE,"In post-industrial Ohio, a Chinese billionaire opens a new factory in the husk of an abandoned General Motors plant, hiring two thousand blue-collar Americans. Early days of hope and optimism give way to setbacks as high-tech China clashes with working-class America.",UNKNOWN,tt9351980,7.4,21694.0,7.2,12.978
tm351214,Long Shot,"September 29, 2017",40,"Comedy, Romance",English,MOVIE,"When Juan Catalan is arrested for a murder he insists he didn't commit, he builds his case for innocence around unexpected raw footage.",UNKNOWN,tt2702692,7.4,7857.0,7.3,4.708
tm845415,Miss Americana,"January 31, 2020",85,"Documentary, Music",English,MOVIE,"A raw and emotionally revealing look at one of the most iconic artists of our time during a transformational period in her life as she learns to embrace her role not only as a songwriter and performer, but as a woman harnessing the full power of her voice.",r,tt11388580,7.4,19482.0,7.9,16.672
tm977782,Shawn Mendes: Live in Concert,"November 25, 2020",87,"Music, Documentary",English,MOVIE,"In his hometown of Toronto, Shawn Mendes pours his heart out on stage with a live performance in a stadium packed with adoring fans.",pg,tt13528990,7.4,327.0,7.9,6.757
tm367065,Shirkers,"October 26, 2018",97,Documentary,English,MOVIE,"In 1992, teenager Sandi Tan shot Singapore's first indie road movie with her enigmatic American mentor Georges – who then vanished with all the footage. Twenty years later, the 16mm film is recovered, sending Tan, now a novelist in Los Angeles, on a personal odyssey in search of Georges' vanishing footprints.",UNKNOWN,tt7472352,7.4,5145.0,7.5,6.081
tm675171,The Black Godfather,"June 7, 2019",118,"Documentary, Music",English,MOVIE,"Follows the life of Clarence Avant, the ultimate, uncensored mentor and behind-the-scenes rainmaker in music, film, TV and politics.",UNKNOWN,tt10289996,7.4,1363.0,6.8,3.454
tm425884,They'll Love Me When I'm Dead,"November 2, 2018",98,Documentary,English,MOVIE,"As his life comes to its end, famous Hollywood director Orson Welles puts it all on the line at the chance for renewed success with the film The Other Side of the Wind.",UNKNOWN,tt6893836,7.4,5053.0,7.3,5.643
tm214085,Tig,"July 17, 2015",80,Documentary,English,MOVIE,"An intimate documentary that follows Tig Notaro, a Los Angeles based comedian, who just days after being diagnosed with invasive stage II breast cancer changed the course of her career with a poignant stand-up set that became legendary overnight. It explores Tig's extraordinary journey as her career ignites and as her life unfolds in grand and unexpected ways, all the while continuing to battle a life-threatening illness and falling in love.",UNKNOWN,tt3986532,7.4,2691.0,7.2,5.984
tm315345,City of Joy,"September 7, 2018",74,Drama,English,MOVIE,"The Democratic Republic of Congo has endured 20 years of devastating violence. Rape has been used as a weapon of war to destroy community and access precious minerals. Congo is often referred to as “the worst place in the world to be a woman.” ""City of Joy"" tells a different story of the region. The film focuses on Jane, a student at a center where women who have suffered unimaginable abuse join together to become leaders. We also meet the founders of the center: a devout Congolese Doctor, a Congolese activist, and a radical N.Y. playwright. The film weaves between joy and pain as these individuals band together to demand hope in a place so often deemed hopeless.",UNKNOWN,tt4078252,7.5,525.0,7.5,1.239
tm845484,Dick Johnson Is Dead,"October 2, 2020",90,Documentary,English,MOVIE,"With this inventive portrait, director Kirsten Johnson seeks a way to keep her 86-year-old father alive forever. Utilizing moviemaking magic and her family’s dark humor, she celebrates Dr. Dick Johnson’s last years by staging fantasies of death and beyond. Together, dad and daughter confront the great inevitability awaiting us all.",pg-13,tt11394180,7.5,6511.0,7.4,7.932
tm351216,Joan Didion: The Center Will Not Hold,October 27. 2017,98,Documentary,English,MOVIE,"Griffin Dunne’s years-in-the-making documentary portrait of his aunt Joan Didion moves with the spirit of her uncannily lucid writing: the film simultaneously expands and zeroes in, covering a vast stretch of turbulent cultural history with elegance and candor.",UNKNOWN,tt7253506,7.5,2622.0,7.1,5.069
tm431347,Reversing Roe,"September 13, 2018",99,Documentary,English,MOVIE,"Documentary that delves deep into the history of abortion law, revealing the contradictory ways in which women's bodies have been used to further political and ideological agendas.",UNKNOWN,tt8948614,7.5,1400.0,7.5,4.004
tm881162,Athlete A,"June 24, 2020",104,Documentary,English,MOVIE,Follow the Indianapolis Star reporters that broke the story about USA Gymnastics doctor Larry Nassar's abuse and hear from gymnasts.,pg-13,tt11905462,7.6,10861.0,7.7,11.88
tm215911,Ludo,"November 12, 2020",149,Horror,Hindi,MOVIE,"Needing a secluded place for a late-night tryst, two couples stow away in a mall after hours, but are quickly ensnared in a gruesome and deadly game.",UNKNOWN,tt3724898,7.6,852.0,2.8,3.316
tm847805,Ludo,"November 12, 2020",149,Horror,Hindi,MOVIE,"Ludo is about the butterfly effect and how, despite all the chaos and crowd of the world, all our lives are inextricably connected. From a resurfaced sex tape to a rogue suitcase of money, four wildly different stories overlap at the whims of fate, chance and one eccentric criminal.",pg-13,tt7212754,7.6,37528.0,7.5,10.329
tm427465,Quincy,"September 21, 2018",124,"Documentary, Music",English,MOVIE,"An intimate look into the life of icon Quincy Jones. A unique force in music and popular culture for 70 years, Jones has transcended racial and cultural boundaries; his story is inextricably woven into the fabric of America.",UNKNOWN,tt7440432,7.6,4551.0,7.5,7.019
tm828317,Tell Me Who I Am,"October 18, 2019",85,"Documentary, Drama, Mystery",English,MOVIE,"In this documentary, Alex trusts his twin, Marcus, to tell him about his past after he loses his memory. But Marcus is hiding a dark family secret.",UNKNOWN,tt10915286,7.6,14466.0,7.5,6.542
tm404475,The Bleeding Edge,"July 27, 2018",100,Documentary,English,MOVIE,"Each year in the United States, unparalleled innovations in medical diagnostics, treatment, and technology hit the market. But when the same devices designed to save patients end up harming them, who is accountable?",UNKNOWN,tt8106576,7.6,2720.0,6.7,6.394
tm847085,The Social Dilemma,"September 9, 2020",94,"Documentary, Drama",English,MOVIE,"This documentary-drama hybrid explores the dangerous human impact of social networking, with tech experts sounding the alarm on their own creations.",pg-13,tt11464826,7.6,80916.0,7.5,20.38
tm435520,The Two Popes,"December 20, 2019",125,"Drama, Comedy, History",English,MOVIE,"Frustrated with the direction of the church, Cardinal Bergoglio requests permission to retire in 2012 from Pope Benedict. Instead, facing scandal and self-doubt, the introspective Pope Benedict summons his harshest critic and future successor to Rome to reveal a secret that would shake the foundations of the Catholic Church.",pg-13,tt8404614,7.6,122069.0,7.5,11.465
tm147082,"What Happened, Miss Simone?","June 26, 2015",84,"Music, Documentary",English,MOVIE,"The film chronicles Nina Simone's journey from child piano prodigy to iconic musician and passionate activist, told in her own words.",UNKNOWN,tt4284010,7.6,13872.0,7.5,6.186
tm854786,Yeh Ballet,"February 21, 2020",117,Drama,Hindi,MOVIE,"Discovered by an eccentric ballet master, two gifted but underprivileged Mumbai teens face bigotry and disapproval as they pursue their dancing dreams.",pg-13,tt10230436,7.6,1335.0,7.7,5.098
tm136257,Beasts of No Nation,"October 16, 2015",136,"Drama, War",English/Akan,MOVIE,"Based on the experiences of Agu, a child fighting in the civil war of an unnamed, fictional West African country. Follows Agu's journey as he's forced to join a group of soldiers. While he fears his commander and many of the men around him, his fledgling childhood has been brutally shattered by the war raging through his country, and he is at first torn between conflicting revulsion and fascination.",r,tt1365050,7.7,80750.0,7.6,10.424
tm845496,Crip Camp: A Disability Revolution,"March 25, 2020",108,Documentary,English,MOVIE,"Down the road from Woodstock in the early 1970s, a revolution blossomed in a ramshackle summer camp for disabled teenagers, transforming their young lives and igniting a landmark movement.",r,tt8923484,7.7,7428.0,7.3,10.547
tm245297,Justin Timberlake + The Tennessee Kids,"October 12, 2016",90,"Music, Documentary",English,MOVIE,"For Justin Timberlake it's the final two dates of his 20/20 Experience World Tour at the MGM Grand Garden Arena in Las Vegas. Surrounded by the 25 band members of The Tennessee Kids and featuring show-stopping performances from one of the highest-grossing tours of the decade, the film is a culmination of the singer’s 134 shows and 2 years on the road.",UNKNOWN,tt5001772,7.7,2191.0,7.6,3.257
tm853910,Road to Roma,"February 11, 2020",72,Documentary,Spanish,MOVIE,"Director Alfonso Cuarón reflects on the childhood memories, period details and creative choices that shaped his Academy Award-winning film 'ROMA.'",UNKNOWN,tt11763742,7.7,656.0,8.1,2.964
tm288499,Roma,"December 14, 2018",135,Drama,Spanish,MOVIE,"In 1970s Mexico City, two domestic workers help a mother of four while her husband is away for an extended period of time.",r,tt6155172,7.7,155787.0,7.7,12.745
tm244149,The Irishman,"November 27, 2019",209,"Crime, Drama, History",English,MOVIE,"Pennsylvania, 1956. Frank Sheeran, a war veteran of Irish origin who works as a truck driver, accidentally meets mobster Russell Bufalino. Once Frank becomes his trusted man, Bufalino sends him to Chicago with the task of helping Jimmy Hoffa, a powerful union leader related to organized crime, with whom Frank will maintain a close friendship for nearly twenty years.",r,tt1302006,7.8,376379.0,7.6,21.075
tm840196,The Trial of the Chicago 7,"October 16, 2020",130,"Drama, History",English,MOVIE,What was supposed to be a peaceful protest turned into a violent clash with the police. What followed was one of the most notorious trials in history.,r,tt1070874,7.8,173103.0,7.8,15.07
tm881859,A Secret Love,"April 29, 2020",82,Documentary,English,MOVIE,"Amid shifting times, two women kept their decades-long love a secret. But coming out later in life comes with its own set of challenges.",UNKNOWN,tt3260524,7.9,4409.0,7.4,12.806
tm311815,Icarus,"August 4, 2017",120,Documentary,English,MOVIE,"While investigating the furtive world of illegal doping in sports, director Bryan Fogel connects with renegade Russian scientist Dr. Grigory Rodchenkov—a pillar of his country’s “anti-doping” program. Over dozens of Skype calls, urine samples, and badly administered hormone injections, Fogel and Rodchenkov grow closer despite shocking allegations that place Rodchenkov at the center of Russia’s state-sponsored Olympic doping program.",UNKNOWN,tt6333060,7.9,49269.0,7.7,9.623
tm403709,Marriage Story,"December 6, 2019",136,Drama,English,MOVIE,"A stage director and an actress struggle through a grueling, coast-to-coast divorce that pushes them to their personal extremes.",r,tt7653254,7.9,298303.0,7.8,28.268
tm270555,The Ivory Game,"November 4, 2016",112,Documentary,English,MOVIE,"Wildlife activists and investigators put their lives on the line to battle the illegal African ivory trade, in this suspenseful on-the-ground documentary.",UNKNOWN,tt5952534,7.9,3243.0,7.6,3.919
tm863808,My Octopus Teacher,"September 7, 2020",85,Documentary,English,MOVIE,"After years of swimming every day in the freezing ocean at the tip of Africa, Craig Foster meets an unlikely teacher: a young octopus who displays remarkable curiosity. Visiting her den and tracking her movements for months on end he eventually wins the animal’s trust and they develop a never-before-seen bond between human and wild animal.",UNKNOWN,tt12888462,8.1,52771.0,8.0,19.276
tm919106,Rising Phoenix,"August 26, 2020",106,Documentary,English,MOVIE,"The history and current standing of the Paralympic Games, which has grown to become the world's third largest sporting event.",pg-13,tt10851618,8.1,1683.0,8.2,9.54
tm244788,13th,"October 7, 2016",100,Documentary,English,MOVIE,An in-depth look at the prison system in the United States and how it reveals the nation's history of racial inequality.,UNKNOWN,tt5895028,8.2,35302.0,8.0,8.675
tm375883,Klaus,"November 15, 2019",97,"Animation, Family, Adventure, Comedy, Fantasy",English,MOVIE,"When Jesper distinguishes himself as the Postal Academy's worst student, he is sent to Smeerensburg, a small village located on an icy island above the Arctic Circle, where grumpy inhabitants barely exchange words, let alone letters. Jesper is about to give up and abandon his duty as a postman when he meets local teacher Alva and Klaus, a mysterious carpenter who lives alone in a cabin full of handmade toys.",pg,tt4729430,8.2,143737.0,8.3,20.85
tm1018890,Seaspiracy,"March 24, 2021",89,Documentary,English,MOVIE,"Passionate about ocean life, a filmmaker sets out to document the harm that humans do to marine species — and uncovers an alarming global conspiracy.",UNKNOWN,tt14152756,8.2,30307.0,7.9,7.09
tm944631,The Three Deaths of Marisela Escobedo,"October 14, 2020",109,"Documentary, Crime",Spanish,MOVIE,Follows a mother's tireless crusade to jail her daughter's murderer after Mexico's justice system failed to do so.,UNKNOWN,tt13206564,8.2,1683.0,9.0,19.571
tm448122,Taylor Swift: Reputation Stadium Tour,"December 31, 2018",125,Music,English,MOVIE,"Taylor Swift takes the stage in Dallas for the Reputation Stadium Tour and celebrates a monumental night of music, memories and visual magic.",pg-13,tt9426852,8.4,5435.0,8.2,14.519
tm220594,Winter on Fire: Ukraine's Fight for Freedom,"October 9, 2015",91,Documentary,English/Ukranian/Russian,MOVIE,"A documentary on the unrest in Ukraine during 2013 and 2014, as student demonstrations supporting European integration grew into a violent revolution calling for the resignation of President Viktor F. Yanukovich.",UNKNOWN,tt4908644,8.4,18748.0,8.0,7.755
tm853783,David Attenborough: A Life on Our Planet,"October 4, 2020",83,Documentary,English,MOVIE,"The story of life on our planet by the man who has seen more of the natural world than any other. In more than 90 years, Attenborough has visited every continent on the globe, exploring the wild places of our planet and documenting the living world in all its variety and wonder. Addressing the biggest challenges facing life on our planet, the film offers a powerful message of hope for future generations.",pg,tt11989890,9.0,31625.0,8.5,15.935
